"uri","answering body","answer text","answering member > label","answering member constituency","answering member printed","date of answer","uin"
"http://data.parliament.uk/resources/100381/answer","Foreign and Commonwealth Office","<p>We continue to work closely with the Nigerian authorities and our other partners in the search for the abducted Chibok girls. On 3 September, my Hon Friend, the Member for Southend and Rochford East (James Duddridge MP), the Minister for Africa led the UK delegation to the Abuja ministerial meeting on security in Nigeria. At this meeting, he emphasised the importance of regional coordination between Nigeria and its neighbours in defeating Boko Haram and locating the girls. The Prime Minister has stressed to President Jonathan our continued commitment to helping the Nigerian Government find the girls. It is not yet clear what impact the recently announced ceasefire between the Nigerian security forces and Boko Haram might have on the missing Chibok girls. We are monitoring events closely.</p>","Biography information for Mr Hugo Swire","East Devon","Mr Hugo Swire","2014-10-27","211486"
"http://data.parliament.uk/resources/100382/answer","Foreign and Commonwealth Office","We are working closely with international partners, including Gulf countries, to tackle the shared threat posed by ISIL. UK Ministers and officials have had a number of discussions recently with Gulf partners about coalition action against ISIL. The Prime Minister discussed the issue with His Majesty, King Abdullah of Saudi Arabia on 8 October. The Secretary of State for Foreign and Commonwealth Affairs, my right hon. Friend the Member for Runnymede and Weybridge discussed it with his Gulf counterparts on 14 October at the UK-GCC Foreign Ministers meeting in Kuwait. I discussed it with the Saudi Arabian ambassador earlier this month and with the UAE Minister of State for Foreign Affairs on 21 October.","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-29","211505"
"http://data.parliament.uk/resources/100383/answer","Foreign and Commonwealth Office","<p>The UK has been at the forefront of the international response to the Ebola outbreak, working closely with the UN. However, the UK Government recognises that much more needs to be done to ensure that the spread of Ebola in West Africa is contained. That is why my Rt Hon Friend, the Member for Witney (David Cameron), Prime Minister has pushed for an urgent and ambitious scale-up in EU and Member States resources to fight Ebola at October’s European Council. The Prime Minster will make a statement about this on Monday 27 October. We have also been working with international partners to encourage them to increase contributions, including to the UN’s Ebola Trust Fund, which is currently significantly underfunded.</p>","Biography information for Mr Hugo Swire","East Devon","Mr Hugo Swire","2014-10-27","211483"
"http://data.parliament.uk/resources/100384/answer","Foreign and Commonwealth Office","<p>We have not received any reports of recent incidences of rocket attacks on Israel and we believe that the present level of threat of such attacks is low to moderate. We are aware of recent false alarms of rocket fire into Israel. We amended our travel advice for Israel on 2 September, to remove advice against all travel to areas of Israel within a 40km range of the Israeli border with Gaza.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-27","211485"
"http://data.parliament.uk/resources/100385/answer","Foreign and Commonwealth Office","Last month, the Sri Lankan Appeals Court lifted the temporary suspension on the deportation of asylum seekers and refugees from Sri Lanka. We are concerned that deportations have resumed. Officials at our High Commission in Colombo have raised our concerns with the Sri Lankan government, including by joining an EU demarche to the Sri Lankan government on this issue. We have made clear that deportations should only be carried out in accordance with Sri Lanka’s international obligations. We continue to monitor the situation closely and remain in contact with the Office of the High Commission for Refugees.","Biography information for Mr Hugo Swire","East Devon","Mr Hugo Swire","2014-10-29","211417"
"http://data.parliament.uk/resources/100386/answer","Foreign and Commonwealth Office","<p>Under international law (both customary international law and treaties such as the International Covenant on Civil and Political Rights, the Geneva Conventions and the European Convention on Human Rights) states have obligations in relation to the human rights of detainees. States have a duty to ensure respect for applicable obligations in respect of detainees. The United Kingdom takes its duty in this regard seriously and we expect other States to do so too.</p>","Biography information for Mr David Lidington","Aylesbury","Mr David Lidington","2014-10-29","211419"
"http://data.parliament.uk/resources/100387/answer","Foreign and Commonwealth Office","<p>We are strongly opposed to any attempts to change the facts on the ground in East Jerusalem by increasing the number of settlers living there. Such acts raise tensions and undermine prospects for peace. During my visit to Israel and the Occupied Palestinian Territories between 5-8 October, I discussed my strong concerns about the issue of settlements and land expropriation with the Israeli Justice Minister on 6 October. Discussions are continuing in Brussels on how the EU can best discourage settlement expansion, and the UK is working closely with other Member States to that end.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-29","211442"
"http://data.parliament.uk/resources/100388/answer","Foreign and Commonwealth Office","We continue to work closely with the Nigerian authorities and our other partners in the search for the abducted Chibok girls. On 3 September, my Hon Friend, the Member for Southend and Rochford East (James Duddridge MP), the Minister for Africa, led the UK delegation to the Abuja ministerial meeting on security in Nigeria. At this meeting, he emphasised the importance of regional coordination between Nigeria and its neighbours in defeating Boko Haram and locating the girls. The Prime Minister has stressed to President Jonathan our continued commitment to helping the Nigerian Government find the girls. It is not yet clear what impact the recently announced ceasefire between the Nigerian security forces and Boko Haram might have on the missing Chibok girls. We are monitoring events closely.","Biography information for Mr Hugo Swire","East Devon","Mr Hugo Swire","2014-10-27","211625"
"http://data.parliament.uk/resources/100389/answer","Foreign and Commonwealth Office","<p>I have been following Mr Hall’s case since 2013, and raised it while I was in Thailand in May 2013. Officials at our Embassy in Bangkok and at the Foreign and Commonwealth Office in London continue to monitor his case closely, ensuring that it is raised with the Thai authorities where appropriate. We continue to remind the Thai authorities of their obligations to ensure international human rights standards are upheld. We fully support the right of activists to carry out their work and voice their opinion in order to promote human rights peacefully.</p>","Biography information for Mr Hugo Swire","East Devon","Mr Hugo Swire","2014-10-27","211574"
"http://data.parliament.uk/resources/100390/answer","Foreign and Commonwealth Office","<p>We assess that levels of oil production in ISIL held areas are likely to be a fraction of pre-conflict capacity, and that any oil products are likely to be consumed for internal ISIL use, and smuggled into regional markets.</p>","Biography information for Mr Tobias Ellwood","Bournemouth East","Mr Tobias Ellwood","2014-10-29","211513"
