"uri","answer date","answering body","date tabled","question text","tabling member > label","tabling member printed","title","uin"
"http://data.parliament.uk/resources/426260","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what procedures her Department has in place to ensure that researchers assessing the expected severity level of animal experiments when applying for project licences do so objectively and thoroughly.","Biography information for Kelvin Hopkins","Kelvin Hopkins","House of Commons Tabled Parliamentary Question 2015/16 14731","14731"
"http://data.parliament.uk/resources/426261","2015-11-09","Home Office","2015-11-04","To ask the Secretary of State for the Home Department, what procedures her Department has in place to assess at the conclusion of any animal experiment whether the severity level expected by researchers before the experiment corresponded to what the actual severity level was.","Biography information for Kelvin Hopkins","Kelvin Hopkins","House of Commons Tabled Parliamentary Question 2015/16 14732","14732"
"http://data.parliament.uk/resources/426262","2015-11-09","Women and Equalities","2015-11-04","To ask the Minister for Women and Equalities, whether the Government plans to take steps to encourage financial services firms to publicise their gender diversity figures.","Biography information for Alison McGovern","Alison McGovern","House of Commons Tabled Parliamentary Question 2015/16 14727","14727"
"http://data.parliament.uk/resources/426263","2015-11-09","Women and Equalities","2015-11-04","To ask the Minister for Women and Equalities, what steps the Government plans to take to ensure that more women progress to senior levels in the financial services industry.","Biography information for Alison McGovern","Alison McGovern","House of Commons Tabled Parliamentary Question 2015/16 14728","14728"
"http://data.parliament.uk/resources/426264","2015-11-09","Women and Equalities","2015-11-04","To ask the Minister for Women and Equalities, what plans the Government has to support the recommendations made in the review led by Jayne-Anne Gadhia on women in finance that pay packages for executives be linked to a financial service firm's gender balance.","Biography information for Alison McGovern","Alison McGovern","House of Commons Tabled Parliamentary Question 2015/16 14729","14729"
"http://data.parliament.uk/resources/426265","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, whether his Department is investigating complaints made about the conduct and performance of the West London Coroner.","Biography information for Andy Slaughter","Andy Slaughter","House of Commons Tabled Parliamentary Question 2015/16 14835","14835"
"http://data.parliament.uk/resources/426266","2015-11-09","Department for Communities and Local Government","2015-11-04","To ask the Secretary of State for Communities and Local Government, if he will make it his policy to advise local authorities, under Section 62 of the Criminal Justice and Public Order Act 1994, which powers are available to remove illegal traveller camps without recourse to the courts.","Biography information for Mr Douglas Carswell","Mr Douglas Carswell","House of Commons Tabled Parliamentary Question 2015/16 14704","14704"
"http://data.parliament.uk/resources/426267","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, what measures the Government plans to take to address the concerns expressed by the Chief Inspector of Prisons in his Annual Report for 2014-15, published on 15 July 2015; and what those measures will be on each of the four assessed outcomes referred to in the introduction to that report.","Biography information for Mr Douglas Carswell","Mr Douglas Carswell","House of Commons Tabled Parliamentary Question 2015/16 14701","14701"
"http://data.parliament.uk/resources/426268","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, what measures the Government plans to take to address the concerns expressed by the Independent Monitoring Board in its report, HMP Winchester, Annual Report June 2014 to May 2015, published on 2 November 2015.","Biography information for Mr Douglas Carswell","Mr Douglas Carswell","House of Commons Tabled Parliamentary Question 2015/16 14702","14702"
"http://data.parliament.uk/resources/426269","2015-11-09","Ministry of Justice","2015-11-04","To ask the Secretary of State for Justice, what his policy is on the location of imprisonment of transgender prisoners.","Biography information for Mr Douglas Carswell","Mr Douglas Carswell","House of Commons Tabled Parliamentary Question 2015/16 14703","14703"
"http://data.parliament.uk/resources/426270","2015-11-09","Attorney General","2015-11-04","To ask the Attorney General, pursuant to the Answer of 15 October 2015 to Question 11456, whether any additional blockbuster funding has been requested by the Serious Fraud Office for 2015-16; and what assessment he has made of the likelihood of that office making further requests for additional blockbuster funding in the remainder of this financial year.","Biography information for Catherine McKinnell","Catherine McKinnell","House of Commons Tabled Parliamentary Question 2015/16 14694","14694"
"http://data.parliament.uk/resources/426271","2015-11-09","Department for Transport","2015-11-04","To ask the Secretary of State for Transport, what plans  his Department has to electrify the South Devon Banks between Newton Abbott and Plymouth by 2018.","Biography information for Johnny Mercer","Johnny Mercer","House of Commons Tabled Parliamentary Question 2015/16 14922","14922"
"http://data.parliament.uk/resources/426272","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what is being done to raise awareness of diabetes and to encourage people to seek medical advice for this condition.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2015/16 14796","14796"
"http://data.parliament.uk/resources/426273","2015-11-06","Department of Health","2015-11-04","To ask the Secretary of State for Health, what steps his Department is taking to help raise awareness of diabetes in (a) Barnsley Central constituency, (b) Yorkshire and the Humber and (c) the UK.","Biography information for Dan Jarvis","Dan Jarvis","House of Commons Tabled Parliamentary Question 2015/16 14795","14795"
"http://data.parliament.uk/resources/426274","2015-11-09","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, what action can be taken with state aid rules to secure assets of national strategic significance to the British economy.","Biography information for Anna Turley","Anna Turley","House of Commons Tabled Parliamentary Question 2015/16 14928","14928"
"http://data.parliament.uk/resources/426275","2015-11-09","Department for Business, Innovation and Skills","2015-11-04","To ask the Secretary of State for Business, Innovation and Skills, whether monitoring activity was put in place by his Department to oversee the financial viability of SSI in Redcar.","Biography information for Anna Turley","Anna Turley","House of Commons Tabled Parliamentary Question 2015/16 14722","14722"
